match_date,year,home_team,away_team,home_score,away_score,result,winner,goal_difference,total_goals,tournament,decided_by_penalties,penalty_winner,city,country,neutral
2002-06-22,2002,Grenada,British Virgin Islands,5,0,home_win,Grenada,5,5,Friendly,False,,St. George's,Grenada,False
2002-06-22,2002,South Korea,Spain,0,0,draw,draw,0,0,FIFA World Cup,True,South Korea,Gwangju,South Korea,False
2002-06-22,2002,Senegal,Turkey,0,1,away_win,Turkey,-1,1,FIFA World Cup,False,,Osaka,Japan,True
2002-06-23,2002,Saint Martin,Anguilla,1,0,home_win,Saint Martin,1,1,Friendly,False,,Marigot,Saint Martin,False
2002-06-25,2002,Mozambique,Angola,1,1,draw,draw,0,2,Friendly,False,,Maputo,Mozambique,False
2002-06-25,2002,South Korea,Germany,0,1,away_win,Germany,-1,1,FIFA World Cup,False,,Seoul,South Korea,False
2002-06-26,2002,Brazil,Turkey,1,0,home_win,Brazil,1,1,FIFA World Cup,False,,Saitama,Japan,True
2002-06-29,2002,South Korea,Turkey,2,3,away_win,Turkey,-1,5,FIFA World Cup,False,,Daegu,South Korea,False
2002-06-30,2002,Bhutan,Montserrat,4,0,home_win,Bhutan,4,4,The Other Final,False,,Thimphu,Bhutan,False
2002-06-30,2002,Germany,Brazil,0,2,away_win,Brazil,-2,2,FIFA World Cup,False,,Yokohama,Japan,True
2002-07-03,2002,Estonia,Azerbaijan,0,0,draw,draw,0,0,Friendly,False,,Kuressaare,Estonia,False
2002-07-05,2002,New Zealand,Tahiti,4,0,home_win,New Zealand,4,4,Oceania Nations Cup,False,,North Shore,New Zealand,False
2002-07-05,2002,Papua New Guinea,Solomon Islands,0,0,draw,draw,0,0,Oceania Nations Cup,False,,North Shore,New Zealand,True
2002-07-06,2002,Zambia,Mozambique,3,0,home_win,Zambia,3,3,COSAFA Cup,False,,Lusaka,Zambia,False
2002-07-06,2002,Grenada,Saint Martin,8,3,home_win,Grenada,5,11,Gold Cup qualification,False,,St. George's,Grenada,False
2002-07-06,2002,Latvia,Azerbaijan,0,0,draw,draw,0,0,Friendly,False,,Riga,Latvia,False
2002-07-06,2002,British Virgin Islands,Anguilla,2,1,home_win,British Virgin Islands,1,3,Friendly,False,,Road Town,British Virgin Islands,False
2002-07-06,2002,Australia,Vanuatu,2,0,home_win,Australia,2,2,Oceania Nations Cup,False,,Auckland,New Zealand,True
2002-07-06,2002,Fiji,New Caledonia,2,1,home_win,Fiji,1,3,Oceania Nations Cup,False,,Auckland,New Zealand,True
2002-07-07,2002,Guadeloupe,Puerto Rico,4,0,home_win,Guadeloupe,4,4,Gold Cup qualification,False,,Baie-Mahault,Guadeloupe,False
2002-07-07,2002,Kazakhstan,Estonia,1,1,draw,draw,0,2,Friendly,False,,Almaty,Kazakhstan,False
2002-07-07,2002,Malawi,Zimbabwe,3,2,home_win,Malawi,1,5,Friendly,False,,Blantyre,Malawi,False
2002-07-07,2002,New Zealand,Papua New Guinea,9,1,home_win,New Zealand,8,10,Oceania Nations Cup,False,,North Shore,New Zealand,False
2002-07-07,2002,Solomon Islands,Tahiti,2,3,away_win,Tahiti,-1,5,Oceania Nations Cup,False,,North Shore,New Zealand,True
2002-07-08,2002,Australia,New Caledonia,11,0,home_win,Australia,11,11,Oceania Nations Cup,False,,Auckland,New Zealand,True
2002-07-08,2002,Fiji,Vanuatu,0,1,away_win,Vanuatu,-1,1,Oceania Nations Cup,False,,Auckland,New Zealand,True
2002-07-08,2002,Malawi,Zimbabwe,2,2,draw,draw,0,4,Friendly,False,,Lilongwe,Malawi,False
2002-07-09,2002,Papua New Guinea,Tahiti,1,3,away_win,Tahiti,-2,4,Oceania Nations Cup,False,,North Shore,New Zealand,True
2002-07-09,2002,New Zealand,Solomon Islands,6,1,home_win,New Zealand,5,7,Oceania Nations Cup,False,,North Shore,New Zealand,False
2002-07-10,2002,Australia,Fiji,8,0,home_win,Australia,8,8,Oceania Nations Cup,False,,Auckland,New Zealand,True
2002-07-10,2002,New Caledonia,Vanuatu,0,1,away_win,Vanuatu,-1,1,Oceania Nations Cup,False,,Auckland,New Zealand,True
2002-07-12,2002,Australia,Tahiti,2,1,home_win,Australia,1,3,Oceania Nations Cup,False,,Auckland,New Zealand,True
2002-07-12,2002,New Zealand,Vanuatu,3,0,home_win,New Zealand,3,3,Oceania Nations Cup,False,,Auckland,New Zealand,False
2002-07-14,2002,British Virgin Islands,Saint Lucia,1,3,away_win,Saint Lucia,-2,4,Gold Cup qualification,False,,Road Town,British Virgin Islands,False
2002-07-14,2002,New Zealand,Australia,1,0,home_win,New Zealand,1,1,Oceania Nations Cup,False,,Auckland,New Zealand,False
2002-07-14,2002,Tahiti,Vanuatu,1,0,home_win,Tahiti,1,1,Oceania Nations Cup,False,,Auckland,New Zealand,True
2002-07-16,2002,Malaysia,Singapore,1,2,away_win,Singapore,-1,3,Friendly,False,,Kuantan,Malaysia,False
2002-07-19,2002,Iraq,Syria,2,0,home_win,Iraq,2,2,Friendly,False,,Baghdad,Iraq,False
2002-07-21,2002,South Africa,Madagascar,0,0,draw,draw,0,0,COSAFA Cup,True,South Africa,Port Elizabeth,South Africa,False
2002-07-21,2002,Puerto Rico,Guadeloupe,0,2,away_win,Guadeloupe,-2,2,Gold Cup qualification,False,,San Juan,Puerto Rico,False
2002-07-22,2002,Iraq,Syria,2,1,home_win,Iraq,1,3,Friendly,False,,Baghdad,Iraq,False
2002-07-25,2002,Barbados,Trinidad and Tobago,0,0,draw,draw,0,0,SKN Football Festival,False,,Basseterre,Saint Kitts and Nevis,True
2002-07-25,2002,Saint Kitts and Nevis,Taiwan,3,0,home_win,Saint Kitts and Nevis,3,3,SKN Football Festival,False,,Basseterre,Saint Kitts and Nevis,False
2002-07-26,2002,Ethiopia,Uganda,0,0,draw,draw,0,0,Friendly,False,,Khartoum,Sudan,True
2002-07-26,2002,Sudan,Chad,2,0,home_win,Sudan,2,2,Friendly,False,,Khartoum,Sudan,False
2002-07-27,2002,Saint Kitts and Nevis,Barbados,3,0,home_win,Saint Kitts and Nevis,3,3,SKN Football Festival,False,,Basseterre,Saint Kitts and Nevis,False
2002-07-28,2002,Sudan,Uganda,2,1,home_win,Sudan,1,3,Friendly,False,,Khartoum,Sudan,False
2002-07-28,2002,Saint Kitts and Nevis,Trinidad and Tobago,2,1,home_win,Saint Kitts and Nevis,1,3,SKN Football Festival,False,,Basseterre,Saint Kitts and Nevis,False
2002-07-28,2002,Saint Lucia,British Virgin Islands,8,1,home_win,Saint Lucia,7,9,Gold Cup qualification,False,,Vieux Fort,Saint Lucia,False
2002-07-28,2002,Chad,Ethiopia,3,2,home_win,Chad,1,5,Friendly,False,,Khartoum,Sudan,True
2002-07-28,2002,Aruba,Suriname,0,2,away_win,Suriname,-2,2,Gold Cup qualification,False,,Oranjestad,Aruba,False
2002-07-28,2002,Guyana,Curaçao,2,1,home_win,Guyana,1,3,Gold Cup qualification,False,,Georgetown,Guyana,False
2002-07-30,2002,Chad,Uganda,0,2,away_win,Uganda,-2,2,Friendly,False,,Khartoum,Sudan,True
2002-07-30,2002,Grenada,Taiwan,5,2,home_win,Grenada,3,7,Friendly,False,,St. George's,Grenada,False
2002-07-30,2002,Sudan,Ethiopia,3,0,home_win,Sudan,3,3,Friendly,False,,Khartoum,Sudan,False
2002-08-01,2002,Eswatini,Mauritius,0,1,away_win,Mauritius,-1,1,Friendly,False,,Mbabane,Swaziland,False
2002-08-02,2002,Grenada,Jamaica,0,1,away_win,Jamaica,-1,1,Friendly,False,,St. George's,Grenada,False
2002-08-03,2002,Kenya,Uganda,0,0,draw,draw,0,0,Friendly,False,,Kisumu,Kenya,False
2002-08-03,2002,Eswatini,Mauritius,0,0,draw,draw,0,0,Friendly,False,,Big Bend,Swaziland,False
2002-08-04,2002,Saint Martin,Grenada,1,7,away_win,Grenada,-6,8,Gold Cup qualification,False,,Marigot,Saint Martin,False
2002-08-08,2002,Egypt,Ethiopia,4,1,home_win,Egypt,3,5,Friendly,False,,Alexandria,Egypt,False
2002-08-10,2002,Malawi,Zambia,1,0,home_win,Malawi,1,1,COSAFA Cup,False,,Blantyre,Malawi,False
2002-08-11,2002,Suriname,Aruba,6,0,home_win,Suriname,6,6,Gold Cup qualification,False,,Paramaribo,Suriname,False
2002-08-11,2002,Saint Lucia,Jamaica,1,3,away_win,Jamaica,-2,4,Friendly,False,,Vieux Fort,Saint Lucia,False
2002-08-11,2002,Curaçao,Guyana,1,0,home_win,Curaçao,1,1,Gold Cup qualification,False,,Willemstad,Curaçao,False
2002-08-16,2002,Dominican Republic,United States Virgin Islands,6,1,home_win,Dominican Republic,5,7,Gold Cup qualification,False,,San Cristóbal,Dominican Republic,False
2002-08-17,2002,Jordan,Kenya,1,1,draw,draw,0,2,Friendly,False,,Amman,Jordan,False
2002-08-18,2002,Dominican Republic,United States Virgin Islands,5,1,home_win,Dominican Republic,4,6,Gold Cup qualification,False,,San Cristóbal,Dominican Republic,False
2002-08-19,2002,Jordan,Sudan,0,0,draw,draw,0,0,Friendly,False,,Amman,Jordan,False
2002-08-20,2002,Algeria,DR Congo,1,1,draw,draw,0,2,Friendly,False,,Blida,Algeria,False
2002-08-20,2002,Egypt,Uganda,2,0,home_win,Egypt,2,2,Friendly,False,,Alexandria,Egypt,False
2002-08-21,2002,Mauritius,Réunion,1,1,draw,draw,0,2,Friendly,False,,Curepipe,Mauritius,False
2002-08-21,2002,Northern Ireland,Cyprus,0,0,draw,draw,0,0,Friendly,False,,Belfast,Northern Ireland,False
2002-08-21,2002,Norway,Netherlands,0,1,away_win,Netherlands,-1,1,Friendly,False,,Oslo,Norway,False
2002-08-21,2002,Poland,Belgium,1,1,draw,draw,0,2,Friendly,False,,Szczecin,Poland,False
2002-08-21,2002,Romania,Greece,0,1,away_win,Greece,-1,1,Friendly,False,,Constanţa,Romania,False
2002-08-21,2002,Russia,Sweden,1,1,draw,draw,0,2,Friendly,False,,Moscow,Russia,False
2002-08-21,2002,Turkey,Georgia,3,0,home_win,Turkey,3,3,Friendly,False,,Trabzon,Turkey,False
2002-08-21,2002,Switzerland,Austria,3,2,home_win,Switzerland,1,5,Friendly,False,,Basel,Switzerland,False
2002-08-21,2002,Tunisia,France,1,1,draw,draw,0,2,Friendly,False,,Radès,Tunisia,False
2002-08-21,2002,Ukraine,Iran,0,1,away_win,Iran,-1,1,Friendly,False,,Kyiv,Ukraine,False
2002-08-21,2002,Venezuela,Bolivia,2,0,home_win,Venezuela,2,2,Friendly,False,,Caracas,Venezuela,False
2002-08-21,2002,Scotland,Denmark,0,1,away_win,Denmark,-1,1,Friendly,False,,Glasgow,Scotland,False
2002-08-21,2002,Luxembourg,Morocco,0,2,away_win,Morocco,-2,2,Friendly,False,,Luxembourg,Luxembourg,False
2002-08-21,2002,North Macedonia,Malta,5,0,home_win,North Macedonia,5,5,Friendly,False,,Skopje,North Macedonia,False
2002-08-21,2002,Latvia,Belarus,2,4,away_win,Belarus,-2,6,Friendly,False,,Riga,Latvia,False
2002-08-21,2002,Azerbaijan,Uzbekistan,2,0,home_win,Azerbaijan,2,2,Friendly,False,,Baku,Azerbaijan,False
2002-08-21,2002,Bosnia and Herzegovina,Serbia,0,2,away_win,Serbia,-2,2,Friendly,False,,Sarajevo,Bosnia and Herzegovina,False
2002-08-21,2002,Lithuania,Israel,2,4,away_win,Israel,-2,6,Friendly,False,,Kaunas,Lithuania,False
2002-08-21,2002,Bulgaria,Germany,2,2,draw,draw,0,4,Friendly,False,,Sofia,Bulgaria,False
2002-08-21,2002,Croatia,Wales,1,1,draw,draw,0,2,Friendly,False,,Varaždin,Croatia,False
2002-08-21,2002,Czech Republic,Slovakia,4,1,home_win,Czech Republic,3,5,Friendly,False,,Olomouc,Czech Republic,False
2002-08-21,2002,Brazil,Paraguay,0,1,away_win,Paraguay,-1,1,Friendly,False,,Fortaleza,Brazil,False
2002-08-21,2002,Faroe Islands,Liechtenstein,3,1,home_win,Faroe Islands,2,4,Friendly,False,,Tórshavn,Faroe Islands,False
2002-08-21,2002,Finland,Republic of Ireland,0,3,away_win,Republic of Ireland,-3,3,Friendly,False,,Helsinki,Finland,False
2002-08-21,2002,Hungary,Spain,1,1,draw,draw,0,2,Friendly,False,,Budapest,Hungary,False
2002-08-21,2002,Iceland,Andorra,3,0,home_win,Iceland,3,3,Friendly,False,,Reykjavík,Iceland,False
2002-08-21,2002,Italy,Slovenia,0,1,away_win,Slovenia,-1,1,Friendly,False,,Trieste,Italy,False
2002-08-21,2002,Estonia,Moldova,1,0,home_win,Estonia,1,1,Friendly,False,,Tallinn,Estonia,False
2002-08-23,2002,Egypt,Sudan,3,0,home_win,Egypt,3,3,Friendly,False,,Cairo,Egypt,False
2002-08-24,2002,Rwanda,Kenya,0,0,draw,draw,0,0,Friendly,False,,Kigali,Rwanda,False
2002-08-24,2002,South Africa,Eswatini,4,1,home_win,South Africa,3,5,COSAFA Cup,False,,Polokwane,South Africa,False
2002-08-25,2002,Angola,Gabon,1,0,home_win,Angola,1,1,Friendly,False,,Luanda,Angola,False
2002-08-25,2002,Gambia,Sierra Leone,1,0,home_win,Gambia,1,1,Friendly,False,,Banjul,Gambia,False
2002-08-26,2002,Botswana,Lesotho,0,1,away_win,Lesotho,-1,1,Friendly,False,,Gaborone,Botswana,False
2002-08-26,2002,Congo,DR Congo,1,3,away_win,DR Congo,-2,4,Friendly,False,,Brazzaville,Congo,False
2002-08-27,2002,Egypt,Libya,0,1,away_win,Libya,-1,1,Friendly,False,,Alexandria,Egypt,False
2002-08-29,2002,India,Jamaica,0,3,away_win,Jamaica,-3,3,Friendly,False,,Watford,England,True
2002-08-30,2002,Syria,Palestine,2,1,home_win,Syria,1,3,WAFF Championship,False,,Damascus,Syria,False
2002-08-30,2002,Zimbabwe,Lesotho,2,0,home_win,Zimbabwe,2,2,Friendly,False,,Harare,Zimbabwe,False
2002-08-30,2002,Jordan,Iran,1,0,home_win,Jordan,1,1,WAFF Championship,False,,Damascus,Syria,True
2002-08-31,2002,Uganda,Zambia,2,2,draw,draw,0,4,Friendly,False,,Kampala,Uganda,False
2002-09-01,2002,Palestine,Iraq,0,2,away_win,Iraq,-2,2,WAFF Championship,False,,Damascus,Syria,True
2002-09-01,2002,India,Jamaica,0,0,draw,draw,0,0,Friendly,False,,Wolverhampton,England,True
2002-09-01,2002,Lebanon,Jordan,0,1,away_win,Jordan,-1,1,WAFF Championship,False,,Damascus,Syria,True
2002-09-01,2002,Congo,Gabon,0,0,draw,draw,0,0,Friendly,False,,Brazzaville,Congo,False
2002-09-01,2002,Gambia,Guinea,1,0,home_win,Gambia,1,1,Friendly,False,,Banjul,Gambia,False
2002-09-02,2002,Libya,Togo,4,0,home_win,Libya,4,4,Friendly,False,,Misrata,Libya,False
2002-09-02,2002,Tanzania,Zanzibar,1,1,draw,draw,0,2,Friendly,False,,Dar es Salaam,Tanzania,False
2002-09-03,2002,Iran,Lebanon,2,0,home_win,Iran,2,2,WAFF Championship,False,,Damascus,Syria,True
2002-09-03,2002,Syria,Iraq,0,1,away_win,Iraq,-1,1,WAFF Championship,False,,Damascus,Syria,False
2002-09-05,2002,Syria,Jordan,1,2,away_win,Jordan,-1,3,WAFF Championship,False,,Damascus,Syria,False
2002-09-05,2002,Iraq,Iran,0,0,draw,draw,0,0,WAFF Championship,True,Iraq,Damascus,Syria,True
2002-09-05,2002,Luxembourg,Israel,0,5,away_win,Israel,-5,5,Friendly,False,,Luxembourg,Luxembourg,False
2002-09-06,2002,Czech Republic,Serbia,5,0,home_win,Czech Republic,5,5,Friendly,False,,Prague,Czech Republic,False
2002-09-06,2002,Mauritania,Cape Verde,0,2,away_win,Cape Verde,-2,2,African Cup of Nations qualification,False,,Nouakchott,Mauritania,False
2002-09-07,2002,Namibia,Algeria,0,1,away_win,Algeria,-1,1,African Cup of Nations qualification,False,,Windhoek,Namibia,False
2002-09-07,2002,Lithuania,Germany,0,2,away_win,Germany,-2,2,UEFA Euro qualification,False,,Kaunas,Lithuania,False
2002-09-07,2002,Syria,Iran,2,2,draw,draw,0,4,WAFF Championship,True,Iran,Damascus,Syria,False
2002-09-07,2002,South Korea,North Korea,0,0,draw,draw,0,0,Friendly,False,,Seoul,South Korea,False
2002-09-07,2002,Netherlands,Belarus,3,0,home_win,Netherlands,3,3,UEFA Euro qualification,False,,Eindhoven,Netherlands,False
2002-09-07,2002,Latvia,Sweden,0,0,draw,draw,0,0,UEFA Euro qualification,False,,Riga,Latvia,False
2002-09-07,2002,Niger,Ethiopia,3,1,home_win,Niger,2,4,African Cup of Nations qualification,False,,Niamey,Niger,False
2002-09-07,2002,Turkey,Slovakia,3,0,home_win,Turkey,3,3,UEFA Euro qualification,False,,Istanbul,Turkey,False
2002-09-07,2002,Russia,Republic of Ireland,4,2,home_win,Russia,2,6,UEFA Euro qualification,False,,Moscow,Russia,False
2002-09-07,2002,San Marino,Poland,0,2,away_win,Poland,-2,2,UEFA Euro qualification,False,,Serravalle,San Marino,False
2002-09-07,2002,Slovenia,Malta,3,0,home_win,Slovenia,3,3,UEFA Euro qualification,False,,Ljubljana,Slovenia,False
2002-09-07,2002,Kenya,Togo,3,0,home_win,Kenya,3,3,African Cup of Nations qualification,False,,Nairobi,Kenya,False
2002-09-07,2002,Uganda,Ghana,1,0,home_win,Uganda,1,1,African Cup of Nations qualification,False,,Kampala,Uganda,False
2002-09-07,2002,Norway,Denmark,2,2,draw,draw,0,4,UEFA Euro qualification,False,,Oslo,Norway,False
2002-09-07,2002,Jordan,Iraq,2,3,away_win,Iraq,-1,5,WAFF Championship,False,,Damascus,Syria,True
2002-09-07,2002,Gabon,Morocco,0,1,away_win,Morocco,-1,1,African Cup of Nations qualification,False,,Libreville,Gabon,False
2002-09-07,2002,Greece,Spain,0,2,away_win,Spain,-2,2,UEFA Euro qualification,False,,Athens,Greece,False
2002-09-07,2002,Armenia,Ukraine,2,2,draw,draw,0,4,UEFA Euro qualification,False,,Yerevan,Armenia,False
2002-09-07,2002,Austria,Moldova,2,0,home_win,Austria,2,2,UEFA Euro qualification,False,,Vienna,Austria,False
2002-09-07,2002,Azerbaijan,Italy,0,2,away_win,Italy,-2,2,UEFA Euro qualification,False,,Baku,Azerbaijan,False
2002-09-07,2002,Belgium,Bulgaria,0,2,away_win,Bulgaria,-2,2,UEFA Euro qualification,False,,Brussels,Belgium,False
2002-09-07,2002,Iceland,Hungary,0,2,away_win,Hungary,-2,2,Friendly,False,,Reykjavík,Iceland,False
2002-09-07,2002,Botswana,Eswatini,0,0,draw,draw,0,0,African Cup of Nations qualification,False,,Gaborone,Botswana,False
2002-09-07,2002,Bosnia and Herzegovina,Romania,0,3,away_win,Romania,-3,3,UEFA Euro qualification,False,,Sarajevo,Bosnia and Herzegovina,False
2002-09-07,2002,Croatia,Estonia,0,0,draw,draw,0,0,UEFA Euro qualification,False,,Osijek,Croatia,False
2002-09-07,2002,Cyprus,France,1,2,away_win,France,-1,3,UEFA Euro qualification,False,,Nicosia,Cyprus,False
2002-09-07,2002,England,Portugal,1,1,draw,draw,0,2,Friendly,False,,Birmingham,England,False
2002-09-07,2002,Faroe Islands,Scotland,2,2,draw,draw,0,4,UEFA Euro qualification,False,,Toftir,Faroe Islands,False
2002-09-07,2002,Finland,Wales,0,2,away_win,Wales,-2,2,UEFA Euro qualification,False,,Helsinki,Finland,False
2002-09-07,2002,Madagascar,Egypt,1,0,home_win,Madagascar,1,1,African Cup of Nations qualification,False,,Antananarivo,Madagascar,False
2002-09-08,2002,Liechtenstein,North Macedonia,1,1,draw,draw,0,2,UEFA Euro qualification,False,,Vaduz,Liechtenstein,False
2002-09-08,2002,Zimbabwe,Mali,1,0,home_win,Zimbabwe,1,1,African Cup of Nations qualification,False,,Harare,Zimbabwe,False
2002-09-08,2002,Switzerland,Georgia,4,1,home_win,Switzerland,3,5,UEFA Euro qualification,False,,Basel,Switzerland,False
2002-09-08,2002,Sudan,Zambia,0,1,away_win,Zambia,-1,1,African Cup of Nations qualification,False,,Omdurman,Sudan,False
2002-09-08,2002,Seychelles,Eritrea,1,0,home_win,Seychelles,1,1,African Cup of Nations qualification,False,,Victoria,Seychelles,False
2002-09-08,2002,Libya,DR Congo,3,2,home_win,Libya,1,5,African Cup of Nations qualification,False,,Misrata,Libya,False
2002-09-08,2002,Congo,Burkina Faso,0,0,draw,draw,0,0,African Cup of Nations qualification,False,,Brazzaville,Congo,False
2002-09-08,2002,Ivory Coast,South Africa,0,0,draw,draw,0,0,African Cup of Nations qualification,False,,Abidjan,Ivory Coast,False
2002-09-08,2002,Guinea,Liberia,3,0,home_win,Guinea,3,3,African Cup of Nations qualification,False,,Conakry,Guinea,False
2002-09-08,2002,Equatorial Guinea,Sierra Leone,1,3,away_win,Sierra Leone,-2,4,African Cup of Nations qualification,False,,Malabo,Equatorial Guinea,False
2002-09-08,2002,Benin,Tanzania,4,0,home_win,Benin,4,4,African Cup of Nations qualification,False,,Cotonou,Benin,False
2002-09-08,2002,Angola,Nigeria,0,0,draw,draw,0,0,African Cup of Nations qualification,False,,Luanda,Angola,False
2002-09-08,2002,Lesotho,Senegal,0,1,away_win,Senegal,-1,1,African Cup of Nations qualification,False,,Maseru,Lesotho,False
2002-09-09,2002,Central African Republic,Mozambique,1,1,draw,draw,0,2,African Cup of Nations qualification,False,,Bangui,Central African Republic,False
2002-09-17,2002,Iran,Morocco,1,1,draw,draw,0,2,Friendly,True,Iran,Tabriz,Iran,False
2002-09-18,2002,Ivory Coast,Gambia,5,0,home_win,Ivory Coast,5,5,Friendly,False,,Bouaké,Ivory Coast,False
2002-09-19,2002,Iran,Paraguay,1,1,draw,draw,0,2,Friendly,True,Iran,Tabriz,Iran,False
2002-09-21,2002,Malawi,South Africa,1,3,away_win,South Africa,-2,4,COSAFA Cup,False,,Blantyre,Malawi,False
2002-09-24,2002,Algeria,Uganda,1,1,draw,draw,0,2,Friendly,False,,Annaba,Algeria,False
2002-09-25,2002,Oman,United Arab Emirates,2,1,home_win,Oman,1,3,Friendly,False,,Muscat,Oman,False
2002-09-26,2002,Mauritius,Seychelles,1,0,home_win,Mauritius,1,1,Friendly,False,,Port Louis,Mauritius,False
2002-09-28,2002,Zimbabwe,Zambia,0,0,draw,draw,0,0,Friendly,False,,Harare,Zimbabwe,False
2002-09-28,2002,South Africa,Malawi,1,0,home_win,South Africa,1,1,COSAFA Cup,False,,Durban,South Africa,False
2002-10-02,2002,Mali,Mauritania,2,1,home_win,Mali,1,3,Friendly,False,,Bamako,Mali,False
2002-10-03,2002,Morocco,Niger,6,1,home_win,Morocco,5,7,Friendly,False,,Rabat,Morocco,False
2002-10-05,2002,Mali,Mauritania,2,0,home_win,Mali,2,2,Friendly,False,,Bamako,Mali,False
2002-10-06,2002,Barbados,Saint Lucia,3,2,home_win,Barbados,1,5,Friendly,False,,Bridgetown,Barbados,False
2002-10-06,2002,Eswatini,Lesotho,0,0,draw,draw,0,0,Friendly,False,,Big Bend,Swaziland,False
2002-10-08,2002,Ghana,Lesotho,2,1,home_win,Ghana,1,3,Friendly,False,,Accra,Ghana,False
2002-10-09,2002,Martinique,Saint Lucia,4,0,home_win,Martinique,4,4,Friendly,False,,Rivière-Pilote,Martinique,False
2002-10-11,2002,Algeria,Chad,4,1,home_win,Algeria,3,5,African Cup of Nations qualification,False,,Annaba,Algeria,False
2002-10-11,2002,Bosnia and Herzegovina,Germany,1,1,draw,draw,0,2,Friendly,False,,Sarajevo,Bosnia and Herzegovina,False
2002-10-12,2002,Portugal,Tunisia,1,1,draw,draw,0,2,Friendly,False,,Lisbon,Portugal,False
2002-10-12,2002,Romania,Norway,0,1,away_win,Norway,-1,1,UEFA Euro qualification,False,,Bucharest,Romania,False
2002-10-12,2002,Senegal,Nigeria,2,2,draw,draw,0,4,Friendly,False,,Dakar,Senegal,False
2002-10-12,2002,Poland,Latvia,0,1,away_win,Latvia,-1,1,UEFA Euro qualification,False,,Warsaw,Poland,False
2002-10-12,2002,Slovakia,England,1,2,away_win,England,-1,3,UEFA Euro qualification,False,,Bratislava,Slovakia,False
2002-10-12,2002,Sierra Leone,Gabon,2,0,home_win,Sierra Leone,2,2,African Cup of Nations qualification,False,,Freetown,Sierra Leone,False
2002-10-12,2002,Sweden,Hungary,1,1,draw,draw,0,2,UEFA Euro qualification,False,,Solna,Sweden,False
2002-10-12,2002,Tanzania,Sudan,1,2,away_win,Sudan,-1,3,African Cup of Nations qualification,False,,Mwanza,Tanzania,False
2002-10-12,2002,Togo,Mauritania,1,0,home_win,Togo,1,1,African Cup of Nations qualification,False,,Lomé,Togo,False
2002-10-12,2002,Ukraine,Greece,2,0,home_win,Ukraine,2,2,UEFA Euro qualification,False,,Kyiv,Ukraine,False
2002-10-12,2002,Zambia,Benin,1,1,draw,draw,0,2,African Cup of Nations qualification,False,,Lusaka,Zambia,False
2002-10-12,2002,Moldova,Czech Republic,0,2,away_win,Czech Republic,-2,2,UEFA Euro qualification,False,,Chișinău,Moldova,False
2002-10-12,2002,Spain,Northern Ireland,3,0,home_win,Spain,3,3,UEFA Euro qualification,False,,Albacete,Spain,False
2002-10-12,2002,Mauritius,Madagascar,0,1,away_win,Madagascar,-1,1,African Cup of Nations qualification,False,,Centre de Flacq,Mauritius,False
